timestamp,BPOGX,BPOGY,LPD,LPV,RPD,RPV
1671206635668,529,144,17.35195,1,18.07545,1
1671206635675,546,106,17.66285,1,18.22186,1
1671206635681,545,96,17.14849,1,18.07908,1
1671206635689,554,102,17.4836,1,18.15559,1
1671206635695,559,116,17.47607,1,18.27564,1
1671206635703,559,116,17.40058,1,18.53786,1
1671206635709,570,117,17.41031,1,18.52181,1
1671206635714,579,128,17.35236,1,18.45761,1
1671206635724,579,128,17.24389,1,18.24135,1
1671206635728,585,136,17.23867,1,18.46829,1
1671206635736,574,131,17.18801,1,18.16693,1
1671206635742,574,125,17.64147,1,18.16693,1
1671206635748,573,107,17.56674,1,18.45998,1
1671206635755,567,98,17.9074,1,18.45152,1
1671206635761,566,93,17.82323,1,18.44412,1
1671206635769,551,94,17.6362,1,18.43119,1
1671206635775,547,121,17.6378,1,18.51603,1
1671206635783,550,136,17.87398,1,18.62768,1
1671206635789,513,124,17.5507,1,18.75453,1
1671206635796,540,172,17.54569,1,18.60954,1
1671206635802,541,177,17.97965,1,18.29144,1
1671206635808,561,176,17.98984,1,18.18193,1
1671206635816,576,161,18.10754,1,18.25414,1
1671206635822,574,141,17.64692,1,18.42727,1
1671206635830,558,145,17.9637,1,18.50746,1
1671206635835,534,60,17.21464,1,18.06116,1
1671206635843,535,65,17.1143,1,17.92299,1
1671206635849,624,173,17.83693,1,18.67801,1
1671206635857,631,193,17.74623,1,18.17193,1
1671206635863,632,208,17.69838,1,18.98779,1
1671206635869,600,224,17.69064,1,18.887,1
1671206635877,623,221,17.46325,1,18.71501,1
1671206635882,622,217,17.81883,1,18.54542,1
1671206635890,631,239,17.22094,1,18.6354,1
1671206635896,604,245,17.56659,1,18.36153,1
1671206635902,606,257,17.24498,1,18.68163,1
1671206635910,623,275,17.40474,1,18.61602,1
1671206635916,622,234,17.40881,1,19.01757,1
1671206635923,621,225,16.83464,1,18.93659,1
1671206635929,631,200,17.71491,1,18.97573,1
1671206635937,635,207,17.52874,1,18.59752,1
1671206635943,634,198,17.69583,1,18.54984,1
1671206635951,625,207,17.57474,1,18.5861,1
1671206635957,610,221,17.56208,1,18.50607,1
1671206635962,610,221,17.3879,1,18.68805,1
1671206635970,607,220,17.66659,1,18.76661,1
1671206635976,615,179,17.33839,1,19.00777,1
1671206635984,615,183,17.40177,1,18.77171,1
1671206635990,619,200,17.36465,1,18.87741,1
1671206635996,610,247,17.58609,1,18.93487,1
1671206636003,611,255,17.22269,1,18.74718,1
1671206636009,704,299,17.90572,1,18.68087,1
1671206636017,734,288,17.65626,1,17.83719,1
1671206636023,735,275,17.03133,1,18.25731,1
1671206636031,709,318,17.1153,1,17.96427,1
1671206636037,672,310,17.04384,1,18.13704,1
1671206636044,671,302,17.11992,1,17.90524,1
1671206636050,699,300,16.78986,1,17.93622,1
1671206636056,687,313,16.75954,1,17.62358,1
1671206636064,687,321,16.56528,1,17.61614,1
1671206636070,692,302,16.88512,1,18.00772,1
1671206636078,671,300,16.60606,1,17.68511,1
1671206636084,670,291,16.52901,1,17.81231,1
1671206636089,716,280,16.46349,1,17.73379,1
1671206636097,722,250,16.37756,1,17.7758,1
1671206636103,722,250,16.58236,1,17.71544,1
1671206636111,695,271,16.68011,1,17.48858,1
1671206636117,726,279,16.47366,1,17.6642,1
1671206636125,726,288,16.51974,1,17.73536,1
1671206636130,728,297,16.40438,1,17.58044,1
1671206636136,719,280,16.07634,1,17.52426,1
