timestamp,BPOGX,BPOGY,LPD,LPV,RPD,RPV
1671196645197,344,108,15.38435,1,13.28191,1
1671196645203,348,118,15.38435,1,13.44124,1
1671196645210,352,126,15.05334,1,13.44124,1
1671196645217,355,117,15.08262,1,13.44124,1
1671196645223,355,117,14.84639,1,13.02395,1
1671196645230,345,113,14.64557,1,13.16175,1
1671196645237,358,101,15.0508,1,12.92512,1
1671196645244,359,105,14.80028,1,12.98376,1
1671196645250,368,119,14.83858,1,13.15773,1
1671196645257,369,149,14.74485,1,13.1226,1
1671196645264,371,154,14.77234,1,12.98376,1
1671196645271,365,169,14.825,1,13.15773,1
1671196645278,366,165,14.82406,1,13.15773,1
1671196645285,361,151,14.70796,1,12.94166,1
1671196645290,360,130,14.77543,1,12.9436,1
1671196645297,353,119,14.69566,1,12.83465,1
1671196645304,349,109,14.91961,1,12.84258,1
1671196645311,342,106,15.10527,1,12.84258,1
1671196645318,337,107,15.10527,1,12.84258,1
1671196645325,339,112,14.99935,1,12.9436,1
1671196645331,340,131,15.01064,1,13.15773,1
1671196645337,343,133,14.96981,1,12.94553,1
1671196645344,347,143,14.91368,1,13.29304,1
1671196645351,430,164,14.52047,1,13.41927,1
1671196645358,499,236,14.49864,1,12.39748,1
1671196645365,499,236,14.90459,1,13.17117,1
1671196645371,510,201,14.96269,1,12.90342,1
1671196645378,489,196,15.26276,1,12.90342,1
1671196645384,489,196,14.74654,1,13.62168,1
1671196645391,486,219,14.56935,1,13.92062,1
1671196645398,497,239,14.57799,1,13.87799,1
1671196645405,496,235,15.06899,1,13.37448,1
1671196645411,503,192,15.2578,1,13.40425,1
1671196645418,507,277,15.31926,1,13.37977,1
1671196645425,506,272,15.32045,1,13.22672,1
1671196645432,527,177,15.14877,1,13.07187,1
1671196645438,530,205,15.06318,1,13.14692,1
1671196645445,532,214,14.77132,1,13.53206,1
1671196645452,516,199,14.7183,1,13.5067,1
1671196645458,509,218,14.74124,1,13.54008,1
1671196645465,509,218,14.82292,1,13.55572,1
1671196645471,513,194,14.76354,1,13.55572,1
1671196645478,505,188,14.75643,1,13.46309,1
1671196645485,505,188,14.81214,1,13.6614,1
1671196645492,529,196,14.81214,1,13.6619,1
1671196645498,509,196,14.81214,1,13.8532,1
1671196645505,509,196,14.84622,1,13.96856,1
1671196645512,508,207,15.22527,1,13.80086,1
1671196645518,513,198,14.89474,1,13.91968,1
1671196645526,513,198,15.02198,1,13.91767,1
1671196645532,526,192,15.07238,1,13.91767,1
1671196645538,521,184,14.97672,1,13.91347,1
1671196645545,521,184,14.95372,1,13.71496,1
1671196645552,522,186,15.39442,1,13.90357,1
1671196645559,620,222,14.65024,1,13.3574,1
1671196645565,620,222,14.54957,1,13.84754,1
1671196645573,663,201,14.26802,1,14.33291,1
1671196645578,649,177,14.77577,1,14.01317,1
1671196645585,649,177,14.98359,1,13.94878,1
1671196645592,636,222,15.1431,1,14.04866,1
1671196645599,654,179,14.96244,1,14.13456,1
1671196645606,654,179,15.06559,1,14.13752,1
1671196645613,642,178,15.06559,1,14.17142,1
1671196645619,640,182,15.27242,1,14.04734,1
1671196645625,640,182,15.27242,1,13.80132,1
1671196645632,642,175,15.1418,1,14.13088,1
1671196645640,638,168,15.16386,1,13.93336,1
1671196645647,638,168,15.34645,1,14.17763,1
1671196645653,636,190,15.41224,1,14.1082,1
1671196645659,635,192,15.31721,1,14.04707,1
1671196645665,635,192,15.02781,1,14.17142,1
1671196645672,626,194,15.21531,1,14.03345,1
1671196645679,613,195,15.2672,1,14.03534,1
1671196645686,613,190,15.00822,1,14.01651,1
1671196645693,647,188,14.80538,1,14.13052,1
1671196645700,656,162,15.13919,1,14.08398,1
1671196645706,656,165,14.55825,1,14.08398,1
1671196645712,700,186,14.82709,1,14.18079,1
1671196645720,687,217,14.98535,1,14.19792,1
1671196645726,688,235,15.02186,1,13.79787,1
1671196645733,538,250,14.60466,1,13.89316,1
1671196645740,558,220,15.2361,1,14.05673,1
1671196645746,555,203,15.66648,1,14.93064,1
1671196645752,573,168,15.70697,1,14.94658,1
1671196645759,562,158,15.89708,1,14.94658,1
1671196645766,560,150,16.12407,1,14.94658,1
1671196645773,547,170,15.64327,1,14.62946,1
1671196645780,546,166,15.6088,1,14.64718,1
1671196645786,548,175,15.76781,1,14.61851,1
1671196645793,543,180,15.72969,1,14.58998,1
1671196645800,537,188,15.86442,1,14.54472,1
1671196645807,537,188,15.65059,1,14.54472,1
1671196645813,551,184,15.72278,1,13.99969,1
1671196645821,529,192,15.72278,1,14.50818,1
1671196645827,529,192,15.67222,1,14.73019,1
1671196645833,535,201,15.67222,1,14.79664,1
1671196645840,527,196,15.66717,1,14.73019,1
1671196645847,527,196,15.57459,1,14.74324,1
1671196645853,521,190,15.53817,1,14.68637,1
1671196645860,526,193,15.56717,1,14.24484,1
1671196645867,526,193,15.66261,1,14.58891,1
1671196645873,520,197,15.64109,1,14.3868,1
1671196645880,523,196,15.55661,1,14.58891,1
1671196645887,523,196,15.55661,1,14.22672,1
1671196645894,543,191,15.52367,1,14.35411,1
1671196645901,533,197,15.52367,1,14.03372,1
1671196645908,533,197,15.01636,1,14.30308,1
1671196645913,533,183,15.01636,1,14.34026,1
1671196645920,537,192,14.96004,1,14.02393,1
1671196645927,539,200,14.65255,1,14.20777,1
1671196645934,562,206,14.58977,1,14.38472,1
1671196645941,566,188,14.81776,1,14.09223,1
1671196645947,566,188,15.55056,1,14.09223,1
1671196645953,562,190,15.54768,1,14.08788,1
1671196645960,567,188,15.9361,1,13.79453,1
1671196645968,566,180,15.9361,1,13.7891,1
1671196645974,570,175,15.46387,1,13.8336,1
1671196645981,555,185,15.58417,1,13.85319,1
1671196645988,553,171,15.26691,1,13.59918,1
1671196645994,368,168,14.91688,1,14.13778,1
1671196646000,358,143,14.69709,1,13.77218,1
1671196646007,356,139,15.62913,1,14.21127,1
1671196646014,396,156,15.63715,1,14.20375,1
1671196646020,373,185,15.63715,1,13.97403,1
1671196646028,379,199,15.5035,1,13.88335,1
1671196646035,373,183,15.47148,1,14.02461,1
1671196646041,368,188,15.47148,1,14.25322,1
1671196646048,366,183,15.64069,1,14.25322,1
1671196646054,376,189,15.61722,1,14.1948,1
1671196646061,376,215,15.51465,1,14.46861,1
1671196646068,379,224,15.49115,1,14.00189,1
1671196646075,391,238,15.39922,1,14.14311,1
1671196646080,400,208,15.43146,1,13.71969,1
1671196646088,400,208,15.38806,1,13.87608,1
1671196646094,409,171,15.38839,1,13.84898,1
1671196646101,436,150,15.45552,1,14.18144,1
1671196646108,436,150,15.57735,1,14.20917,1
1671196646115,427,159,15.22948,1,14.1901,1
1671196646121,406,153,15.09186,1,14.52515,1
1671196646128,406,153,15.09186,1,14.33626,1
1671196646135,403,155,15.06463,1,14.21704,1
1671196646141,396,157,14.88065,1,14.01193,1
1671196646148,396,157,15.56153,1,13.93689,1
1671196646155,377,157,15.66987,1,14.00112,1
1671196646161,393,204,15.5535,1,14.01149,1
1671196646168,393,204,15.54457,1,13.79564,1
1671196646175,399,208,15.42637,1,13.89992,1
1671196646182,442,203,14.96378,1,13.88384,1
1671196646188,442,203,14.92935,1,14.01562,1
1671196646195,347,209,15.41768,1,14.10666,1
1671196646202,340,209,14.65215,1,13.52285,1
1671196646208,334,195,14.96103,1,13.92406,1
1671196646215,336,160,14.96518,1,14.21329,1
1671196646222,316,141,14.87314,1,14.21329,1
1671196646229,314,136,14.73824,1,14.21024,1
1671196646236,315,135,15.13607,1,14.21024,1
1671196646242,324,156,14.81558,1,14.21024,1
1671196646248,330,170,14.80492,1,14.28077,1
1671196646255,323,179,15.02418,1,14.28188,1
1671196646262,333,154,14.85424,1,14.2046,1
1671196646269,329,145,14.85424,1,14.23087,1
1671196646276,321,141,14.88533,1,14.2375,1
1671196646283,324,145,14.95738,1,14.18104,1
1671196646288,324,145,15.27296,1,14.16711,1
1671196646295,334,156,15.15527,1,14.2809,1
1671196646302,326,149,15.23914,1,14.2809,1
1671196646309,326,149,15.10743,1,14.07234,1
1671196646316,332,149,15.17254,1,14.09904,1
1671196646322,340,158,15.51384,1,14.17696,1
1671196646328,342,163,15.47223,1,13.82767,1
1671196646335,344,160,15.25927,1,14.05038,1
1671196646342,336,172,15.41767,1,13.84183,1
1671196646349,340,181,15.29375,1,14.34595,1
1671196646356,349,178,15.55289,1,13.82782,1
1671196646363,352,177,15.46688,1,14.43493,1
1671196646369,352,177,15.46688,1,14.31044,1
1671196646375,356,179,15.3893,1,14.54926,1
1671196646383,344,178,15.16191,1,14.10733,1
1671196646389,344,178,15.44881,1,14.24968,1
1671196646396,237,189,15.5097,1,14.21844,1
