timestamp,BPOGX,BPOGY,LPD,LPV,RPD,RPV
1675858552899,676,1215,14.17359,1,13.84003,1
1675858552905,677,1212,13.85022,1,13.59543,1
1675858552912,678,1112,14.2261,1,13.84372,1
1675858552919,688,969,13.0441,1,13.87763,1
1675858552926,688,980,14.5876,1,14.13432,1
1675858552932,659,618,15.77422,1,15.34877,1
1675858552939,655,577,15.00129,1,15.03594,1
1675858552945,655,559,15.7271,1,15.07799,1
1675858552952,701,470,15.30856,1,15.80074,1
1675858552959,678,450,15.70344,1,15.75792,1
1675858552966,679,440,15.25221,1,15.40483,1
1675858552972,671,428,15.66277,1,15.86718,1
1675858552979,686,416,15.33022,1,15.88636,1
1675858552986,686,416,15.23179,1,15.90965,1
1675858552993,678,420,15.17027,1,15.78931,1
1675858552999,683,427,15.30913,1,15.79686,1
1675858553006,683,427,15.35413,1,16.12079,1
1675858553013,673,423,15.70418,1,15.80563,1
1675858553020,674,439,15.28918,1,15.95045,1
1675858553026,674,450,15.1428,1,16.14567,1
1675858553033,698,457,15.97109,1,15.54877,1
1675858553039,676,435,15.70565,1,15.9437,1
1675858553046,677,418,15.42682,1,16.09093,1
1675858553053,671,410,15.94168,1,16.51739,1
1675858553061,687,389,15.29361,1,15.46016,1
1675858553066,685,399,15.28558,1,15.6013,1
1675858553073,699,420,15.41145,1,15.84803,1
1675858553080,691,480,15.90044,1,16.39936,1
1675858553087,692,489,15.06508,1,16.61254,1
1675858553093,674,434,15.31977,1,16.32018,1
1675858553100,705,421,15.30454,1,16.4243,1
1675858553107,706,393,15.21839,1,16.49992,1
1675858553113,692,360,15.79285,1,16.07048,1
1675858553120,675,365,15.55806,1,16.0937,1
1675858553127,673,376,15.85971,1,16.24035,1
1675858553134,668,383,15.26703,1,16.71306,1
1675858553140,690,423,15.5677,1,16.08848,1
1675858553147,691,426,16.00166,1,15.55218,1
1675858553154,687,410,15.98139,1,16.40525,1
1675858553160,675,443,16.01715,1,16.57216,1
1675858553166,675,445,16.07699,1,16.51364,1
1675858553174,552,442,16.57755,1,16.29149,1
1675858553180,460,450,15.72528,1,15.92233,1
1675858553187,465,470,16.82815,1,16.61073,1
1675858553194,352,524,16.14338,1,15.88162,1
1675858553200,369,540,16.52903,1,16.15656,1
1675858553207,370,544,16.28315,1,16.41258,1
1675858553214,367,508,16.60661,1,16.29363,1
1675858553220,369,535,15.85651,1,16.00959,1
1675858553227,368,530,16.16183,1,16.50219,1
1675858553233,361,528,16.52334,1,16.18912,1
1675858553240,354,520,16.2875,1,16.46014,1
1675858553247,347,501,16.16299,1,16.54554,1
1675858553253,340,434,16.46323,1,16.37958,1
1675858553260,322,492,16.5085,1,16.3372,1
1675858553267,322,492,16.74065,1,16.31633,1
1675858553274,355,477,16.53136,1,16.41502,1
1675858553281,354,514,16.71556,1,16.17172,1
1675858553288,356,520,16.64712,1,16.53695,1
1675858553294,370,455,16.55742,1,16.32909,1
1675858553301,341,455,16.69673,1,16.40294,1
1675858553308,339,451,16.37473,1,16.66734,1
1675858553314,360,464,16.38524,1,16.46157,1
1675858553321,347,495,16.08895,1,16.04538,1
1675858553328,349,503,16.45779,1,16.63714,1
1675858553334,377,496,16.21953,1,16.5699,1
1675858553341,353,460,16.71185,1,16.4184,1
1675858553348,357,468,16.43151,1,16.68676,1
1675858553354,355,496,16.68991,1,16.42869,1
1675858553361,340,468,16.39904,1,16.51835,1
1675858553368,334,452,15.73366,1,16.51195,1
1675858553375,256,338,16.39299,1,16.62498,1
1675858553381,247,292,16.34136,1,16.41379,1
1675858553388,242,279,15.43631,1,16.00661,1
1675858553395,227,257,15.0763,1,16.16339,1
1675858553401,233,241,15.11614,1,15.84795,1
1675858553408,233,241,15.58229,1,15.36769,1
1675858553415,244,244,14.99961,1,16.50062,1
1675858553421,215,214,15.10261,1,15.96528,1
1675858553428,213,207,15.02471,1,16.01665,1
1675858553435,238,217,15.58966,1,16.23057,1
1675858553441,194,173,14.95586,1,15.63869,1
1675858553448,196,181,15.12365,1,15.68828,1
1675858553455,211,238,14.79207,1,16.40016,1
1675858553462,233,226,14.95505,1,15.59738,1
1675858553468,236,232,15.23467,1,15.4232,1
1675858553481,250,276,15.04967,1,16.01293,1
1675858553483,202,221,14.77658,1,15.86868,1
1675858553488,197,209,15.1259,1,16.00851,1
1675858553495,244,248,15.04214,1,16.01332,1
1675858553502,224,216,14.82077,1,15.36138,1
1675858553509,224,216,15.16896,1,15.61058,1
1675858553515,201,219,14.97157,1,16.30613,1
1675858553522,176,194,14.81261,1,15.68588,1
1675858553529,171,181,15.03524,1,16.05996,1
1675858553535,191,196,15.04972,1,16.40016,1
1675858553542,193,163,14.74764,1,15.93276,1
1675858553549,205,195,14.93676,1,15.50171,1
1675858553555,209,257,14.84955,1,15.91769,1
1675858553562,253,286,14.85623,1,15.7247,1
1675858553569,256,292,14.98785,1,15.99309,1
1675858553575,219,269,14.65544,1,15.84854,1
1675858553582,222,237,14.59476,1,16.03495,1
1675858553589,212,214,14.83457,1,15.78237,1
