timestamp,BPOGX,BPOGY,LPD,LPV,RPD,RPV
1678715941912,558,117,16.60239,1,16.98913,1
1678715941918,564,85,16.49197,1,16.79879,1
1678715941925,563,63,16.60689,1,17.09577,1
1678715941931,567,52,17.0438,1,16.99349,1
1678715941938,564,85,17.08473,1,17.31976,1
1678715941944,565,94,16.93845,1,17.32504,1
1678715941951,558,98,17.61359,1,17.16094,1
1678715941958,564,111,17.7,1,16.95486,1
1678715941965,565,115,17.32014,1,16.60899,1
1678715941972,548,70,16.80926,1,16.98628,1
1678715941978,572,66,16.87617,1,17.09925,1
1678715941985,571,65,17.89768,1,16.83733,1
1678715941992,509,127,16.94013,1,17.06989,1
1678715941998,496,172,17.14583,1,16.53018,1
1678715942005,497,179,17.22713,1,17.32431,1
1678715942012,487,182,17.1124,1,17.31098,1
1678715942019,474,184,17.19671,1,17.34504,1
1678715942025,474,188,17.64007,1,17.12532,1
1678715942032,490,157,18.45971,1,17.21998,1
1678715942039,495,163,17.09956,1,17.1967,1
1678715942045,494,159,17.24542,1,16.83975,1
1678715942052,502,165,17.43449,1,17.80421,1
1678715942059,496,150,17.34903,1,17.57627,1
1678715942066,494,133,17.04855,1,17.63434,1
1678715942072,497,129,17.19775,1,17.43322,1
1678715942079,502,104,17.07237,1,17.19534,1
1678715942085,502,104,17.12179,1,17.57753,1
1678715942092,496,134,17.08628,1,17.63087,1
1678715942099,494,161,17.31774,1,17.70993,1
1678715942106,496,176,17.30027,1,17.77797,1
1678715942112,484,191,17.72898,1,17.77797,1
1678715942119,491,172,17.70259,1,17.77797,1
1678715942126,491,172,17.86011,1,17.34669,1
1678715942132,482,169,18.02023,1,17.34669,1
1678715942139,477,164,17.83215,1,17.24455,1
1678715942146,477,164,17.59753,1,17.30086,1
1678715942152,486,167,17.88849,1,17.46872,1
1678715942159,481,172,17.86011,1,17.55065,1
1678715942166,481,176,17.88137,1,17.60733,1
1678715942173,479,194,17.88137,1,17.36322,1
1678715942179,477,198,17.90536,1,17.55065,1
1678715942186,478,206,18.10124,1,17.04826,1
1678715942193,504,203,18.09209,1,17.4112,1
1678715942199,515,205,18.04484,1,17.17122,1
1678715942206,515,205,18.03928,1,17.84933,1
1678715942213,516,210,17.99533,1,18.01002,1
1678715942219,519,199,17.99533,1,17.42164,1
1678715942226,519,199,17.62317,1,17.29734,1
1678715942233,511,196,17.7401,1,17.80099,1
1678715942240,509,200,17.65473,1,17.74998,1
1678715942246,509,200,17.82773,1,17.44623,1
1678715942253,510,188,17.78902,1,17.45704,1
1678715942259,513,197,17.65473,1,17.68205,1
1678715942266,513,197,17.67345,1,17.64686,1
1678715942273,504,193,17.73277,1,17.51268,1
1678715942280,504,196,17.65133,1,17.61069,1
1678715942287,504,196,17.67345,1,17.51945,1
1678715942293,504,191,17.67345,1,17.51945,1
1678715942300,512,196,17.62317,1,17.70882,1
1678715942306,512,196,17.41428,1,17.60042,1
1678715942313,503,191,16.9176,1,17.54071,1
1678715942320,512,186,17.69774,1,17.60279,1
1678715942327,512,186,17.32977,1,17.68168,1
1678715942334,512,186,16.9958,1,17.49944,1
1678715942340,499,184,16.88561,1,17.82023,1
1678715942347,498,176,17.0442,1,17.5577,1
1678715942353,498,172,17.04585,1,17.65911,1
1678715942360,498,161,17.16854,1,17.46128,1
1678715942367,496,145,16.95639,1,17.40141,1
1678715942374,511,139,17.0731,1,17.10599,1
1678715942380,505,120,17.06007,1,17.40141,1
1678715942387,505,120,17.059,1,17.06369,1
1678715942393,519,135,17.10296,1,17.18162,1
1678715942400,520,152,17.11165,1,17.25504,1
1678715942407,521,161,16.99886,1,17.0173,1
1678715942414,461,156,16.99886,1,17.24356,1
1678715942421,472,166,17.02383,1,17.14054,1
1678715942427,472,166,16.84845,1,17.27311,1
1678715942434,471,165,16.88705,1,17.04622,1
1678715942440,488,181,16.8434,1,17.05093,1
1678715942447,487,176,17.19959,1,17.25092,1
1678715942454,434,103,17.17792,1,16.62886,1
1678715942460,393,90,16.79799,1,16.48977,1
1678715942467,393,90,16.83405,1,17.22271,1
1678715942474,264,115,17.46293,1,16.57785,1
1678715942481,258,104,16.9723,1,16.86223,1
1678715942488,257,100,16.53411,1,16.22727,1
1678715942494,230,100,16.56024,1,17.21318,1
1678715942501,233,96,16.85983,1,16.23758,1
1678715942508,232,92,17.11498,1,16.71712,1
1678715942514,237,82,17.14787,1,16.52313,1
1678715942521,244,75,17.21421,1,16.40251,1
1678715942527,244,74,16.80585,1,16.59515,1
1678715942534,238,71,17.77108,1,16.62714,1
1678715942541,245,71,17.31038,1,16.51547,1
1678715942548,246,75,17.11882,1,16.60223,1
1678715942554,257,73,16.89299,1,17.13888,1
1678715942561,260,82,16.96485,1,17.16749,1
1678715942568,264,95,17.05797,1,17.03797,1
1678715942575,270,97,16.8876,1,17.17533,1
1678715942581,273,102,17.50524,1,16.85619,1
1678715942588,276,110,16.23998,1,16.79103,1
