timestamp,xpos,ypos,event,xpath
1671705557950,0,0.0,load,/
1671705557950,0,0.0,pageshow,/
1671705557972,945,337.0,mousemove,//*[@id='rcnt']
1671705558029,945,336.0,mousemove,//*[@id='rcnt']
1671705558098,945,335.0,mousemove,//*[@id='rcnt']
1671705558162,945,334.0,mousemove,//*[@id='rcnt']
1671705558205,945,333.0,mousemove,//*[@id='rcnt']
1671705558338,946,333.0,mousemove,//*[@id='rcnt']
1671705558370,947,333.0,mousemove,//*[@id='rcnt']
1671705558506,948,333.0,mousemove,//*[@id='rcnt']
1671705558650,950,333.0,mousemove,//*[@id='rcnt']
1671705558722,951,333.0,mousemove,//*[@id='rcnt']
1671705558826,952,333.0,mousemove,//*[@id='rcnt']
1671705558874,953,333.0,mousemove,//*[@id='rcnt']
1671705558955,954,333.0,mousemove,//*[@id='rcnt']
1671705558976,955,333.0,mousemove,//*[@id='rcnt']
1671705558993,956,333.0,mousemove,//*[@id='rcnt']
1671705559038,957,333.0,mousemove,//*[@id='rcnt']
1671705559088,960,333.0,mousemove,//*[@id='rcnt']
1671705559107,961,333.0,mousemove,//*[@id='rcnt']
1671705559130,963,333.0,mousemove,//*[@id='rcnt']
1671705559172,964,333.0,mousemove,//*[@id='rcnt']
1671705559194,965,333.0,mousemove,//*[@id='rcnt']
1671705559242,966,333.0,mousemove,//*[@id='rcnt']
1671705559258,967,333.0,mousemove,//*[@id='rcnt']
1671705559282,968,333.0,mousemove,//*[@id='rcnt']
1671705559322,970,333.0,mousemove,//*[@id='rcnt']
1671705559339,970,334.0,mousemove,//*[@id='rcnt']
1671705559362,971,334.0,mousemove,//*[@id='rcnt']
1671705559386,972,334.0,mousemove,//*[@id='rcnt']
1671705559422,973,334.0,mousemove,//*[@id='rcnt']
1671705559498,974,334.0,mousemove,//*[@id='rcnt']
1671705559570,975,334.0,mousemove,//*[@id='rcnt']
1671705561114,976,334.0,mousemove,//*[@id='rcnt']
1671705561602,977,333.0,mousemove,//*[@id='rcnt']
1671705561794,977,332.0,mousemove,//*[@id='rcnt']
1671705561986,977,331.0,mousemove,//*[@id='rcnt']
1671705562067,978,331.0,mousemove,//*[@id='rcnt']
1671705562202,980,330.0,mousemove,//*[@id='rcnt']
1671705562458,980,328.0,mousemove,//*[@id='rcnt']
1671705562706,980,327.0,mousemove,//*[@id='rcnt']
