timestamp,xpos,ypos,event,xpath
1677163452783,0,0.0,load,/
1677163452783,0,0.0,pageshow,/
1677163453167,1086,273.0,mouseover,//*[@id='plarhs1']
1677163453168,1086,273.0,mousemove,//*[@id='plarhs1']
1677163453183,1085,274.0,mousemove,//*[@id='plarhs1']
1677163453207,1083,275.0,mousemove,//*[@id='plarhs1']
1677163453224,1078,277.0,mousemove,//*[@id='plarhs1']
1677163453239,1077,277.0,mousemove,//*[@id='plarhs1']
1677163453257,1071,280.0,mousemove,//*[@id='plarhs1']
1677163453273,1065,282.0,mousemove,//*[@id='plarhs1']
1677163453290,1055,283.0,mousemove,//*[@id='plarhs1']
1677163453306,1036,288.0,mousemove,//*[@id='plarhs1']
1677163453324,997,296.0,mouseout,//*[@id='plarhs1']
1677163453324,997,296.0,mouseover,//*[@id='plarhs0']
1677163453324,997,296.0,mousemove,//*[@id='plarhs0']
1677163453340,940,296.0,mousemove,//*[@id='plarhs0']
1677163453357,906,296.0,mousemove,//*[@id='plarhs0']
1677163453374,887,297.0,mouseout,//*[@id='plarhs0']
1677163453374,887,297.0,mouseover,//*[@id='rcnt']
1677163453374,887,297.0,mousemove,//*[@id='rcnt']
1677163453389,868,300.0,mousemove,//*[@id='rcnt']
1677163453406,848,300.0,mousemove,//*[@id='rcnt']
1677163453424,821,302.0,mouseout,//*[@id='rcnt']
1677163453424,821,302.0,mouseover,//*[@id='tads']
1677163453424,821,302.0,mousemove,//*[@id='tads']
1677163453439,804,305.0,mousemove,//*[@id='tads']
1677163453456,784,307.0,mousemove,//*[@id='tads']
1677163453473,762,312.0,mouseout,//*[@id='tads']
1677163453473,762,312.0,mouseover,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453473,762,312.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453489,750,316.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453506,741,318.0,mouseout,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453506,741,318.0,mouseover,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453506,741,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453523,736,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453539,733,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453568,732,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453824,734,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453841,743,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453856,753,318.0,mouseout,//*[@id='tads']/div[1]/div/div/div/div[3]/div/a[5]
1677163453856,753,318.0,mouseover,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453856,753,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453873,760,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453889,763,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453906,768,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453923,775,318.0,mousemove,//*[@id='tads']/div[1]/div/div/div/div[3]/div
1677163453939,782,316.0,mouseout,//*[@id='tads']/div[1]/div/div/div/div[3]/div
